Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4,Dimension_Hierarchy_5,Dimension_Name_5,Dimension_Value_5
1.2456,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000032,,age,49,,sex,Male
0.0366,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,0,,sex,Male
0.1428,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,0,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,1,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,1,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,2,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,2,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,3,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,7,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,8,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,9,,sex,Female
3.6243,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,12,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,12,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,13,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,15,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,17,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,19,,sex,Male
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,19,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,20,,sex,Male
3.6243,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,20,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,23,,sex,Male
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,24,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,24,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,25,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,25,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,26,,sex,Male
3.6243,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,26,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,27,,sex,Female
3.6243,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,28,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,28,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,29,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,29,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,30,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,31,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,31,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,32,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,33,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,33,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,34,,sex,Female
3.6243,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,35,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,35,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,36,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,37,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,37,,sex,Female
4.8324,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,39,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,39,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,40,,sex,Male
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,40,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,42,,sex,Male
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,45,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,46,,sex,Male
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,46,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,48,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,48,,sex,Female
4.8324,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,49,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,50,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,51,,sex,Male
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,51,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,52,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,53,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,53,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,54,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,56,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,56,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,58,,sex,Male
3.6243,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,58,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,59,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,60,,sex,Male
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,60,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,61,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,62,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,63,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,64,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,65,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,66,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,67,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,68,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,68,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,69,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,69,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,70,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,71,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,72,,sex,Male
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,78,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,79,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,79,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,80,,sex,Male
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,82,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,85,,sex,Female
2.4162,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,90,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,91,,sex,Male
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,93,,sex,Female
1.2081,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000224,,age,94,,sex,Female
1.2247,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000170,,age,33,,sex,Female
1.2247,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000170,,age,52,,sex,Female
1.2247,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000170,,age,55,,sex,Male
1.2244,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000105,,age,55,,sex,Female
1.2045,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000004,,age,13,,sex,Male
1.2045,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000004,,age,56,,sex,Male
1.2346,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E09000002,,age,42,,sex,Female
1.2664,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E09000003,,age,21,,sex,Female
1.2664,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E09000003,,age,22,,sex,Female
1.215,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000066,,age,3,,sex,Male
1.215,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000066,,age,23,,sex,Female
2.43,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000066,,age,28,,sex,Female
1.215,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000066,,age,48,,sex,Female
1.2368,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000084,,age,4,,sex,Female
1.2368,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000084,,age,8,,sex,Male
1.2368,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000084,,age,11,,sex,Male
1.2368,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000084,,age,14,,sex,Male
1.2368,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000084,,age,27,,sex,Female
1.2368,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000084,,age,33,,sex,Female
1.2368,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000084,,age,35,,sex,Male
1.2368,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000084,,age,39,,sex,Male
1.2368,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000084,,age,44,,sex,Female
1.2156,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000022,,age,18,,sex,Male
3.6469,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000022,,age,19,,sex,Male
1.2156,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000022,,age,19,,sex,Female
1.2156,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000022,,age,22,,sex,Male
1.2156,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000022,,age,26,,sex,Female
1.2302,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000055,,age,34,,sex,Female
1.2264,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E09000004,,age,16,,sex,Male
1.2264,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E09000004,,age,56,,sex,Male
1.2657,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E08000025,,age,20,,sex,Male
1.2657,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E08000025,,age,21,,sex,Female
1.2657,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E08000025,,age,23,,sex,Female
1.2657,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E08000025,,age,27,,sex,Female
1.2171,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000129,,age,65,,sex,Female
1.2171,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000129,,age,69,,sex,Male
1.2649,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000009,,age,2,,sex,Male
1.2649,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000009,,age,20,,sex,Male
1.2649,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000009,,age,28,,sex,Female
1.2649,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000009,,age,41,,sex,Male
1.2649,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000009,,age,43,,sex,Male
1.2649,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000009,,age,58,,sex,Male
1.2649,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000009,,age,74,,sex,Female
1.2174,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000136,,age,46,,sex,Female
1.2174,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000136,,age,73,,sex,Male
1.2174,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E07000136,,age,74,,sex,Female
4.8975,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000028,,age,19,,sex,Female
1.2244,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000028,,age,20,,sex,Male
2.4488,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000028,,age,20,,sex,Female
1.2244,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000028,,age,21,,sex,Female
1.2244,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000028,,age,25,,sex,Female
1.2244,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000028,,age,29,,sex,Female
2.4488,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000028,,age,44,,sex,Male
1.2244,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000028,,age,67,,sex,Male
1.2194,,,time,Year,2012,2011WARDH,Leaving,E07000223,2011WARDH,Arriving,E06000036,,age,17,,sex,Male
